Game_Id,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,Developer,Rating
31367,Top Spin 4,X360,2011,Sports,Take-Two Interactive,84,54,8.2,2K Czech,E
34354,James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,72,24,7.5,Success,M
77367,Band Hero,PS2,2009,Misc,Activision,72,24,7.5,4A Games,AO
77993,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,75,16,8.8,From Software,T
40817,Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,72,24,7.5,Eidos Interactive,T
60783,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,72,24,7.5,Irrational Games,T
28160,Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,81,20,8.7,Midway,M
21581,NBA 2K11,PS2,2010,Action,Take-Two Interactive,72,24,7.5,Razorworks,E10+
20420,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,72,24,7.5,"TimeGate Studios, Day 1 Studios",M
23484,Pro Pinball,PS,1996,Misc,Empire Interactive,72,24,7.5,Blizzard Entertainment,AO
62660,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,69,47,8.5,"Sega, Sonic Team",E
40653,'98 Koshien,PS,1998,Sports,Magical Company,72,24,7.5,Doki Denki,E
48876,Harvest Moon: Grand Bazaar,DS,2008,Simulation,Rising Star Games,72,24,7.5,Deep Silver Dambuster Studios,M
92302,NBA 2K9,PS2,2008,Sports,Take-Two Interactive,72,24,7.5,Wicked Witch Software,AO
99680,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001,Misc,Konami Digital Entertainment,72,24,7.5,Ubisoft Barcelona,E
40342,Up,PSP,2009,Action,THQ,72,24,7.5,"Eurocom Entertainment Software, Visceral Games",RP
74302,Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,72,24,7.5,Warthog,E10+
32201,Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,Activision,72,24,7.5,"Irrational Games, 2K Marin",RP
30419,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,72,24,7.5,Gaslamp Games,E
66374,Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,78,18,4.5,Sledgehammer Games,M
53907,Mario no Super Picross,SNES,1995,Puzzle,Nintendo,72,24,7.5,Pandemic Studios,E10+
64417,UEFA Euro 2008 Austria-Switzerland,PS3,2008,Sports,Electronic Arts,72,24,7.5,Behaviour Interactive,M
13886,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005,Platform,Midway Games,50,5,7.6,Artificial Mind and Movement,E
20703,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,72,24,7.5,"Warner Bros. Interactive Entertainment, NetherRealm Studios",E10+
61490,Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,59,7,7.1,Ubisoft,E
85968,WWE All Stars,PS3,2011,Fighting,THQ,75,51,6.4,THQ,T
67992,Green Day: Rock Band,X360,2010,Misc,MTV Games,75,54,6.6,"Harmonix Music Systems, Demiurge Studios",T
13443,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,56,6,6,Full Fat,E10+
86542,Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,60,63,6.8,Nihilistic,M
12109,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,77,54,7.3,Digital Illusions,T
82346,Rocksmith 2014,XOne,2014,Misc,Ubisoft,72,24,7.5,Destineer,AO
16838,Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,84,11,8.5,EA Sports,T
39210,From Russia With Love,PS2,2005,Action,Electronic Arts,69,29,7.6,EA Redwood Shores,T
13801,Fantastic Pets,X360,2011,Simulation,THQ,66,11,7.5,Blitz Games Studios,E
69028,BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,87,29,8,Arc System Works,T
39383,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,54,48,5.7,"Gearbox Software, 3D Realms",M
21679,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,72,24,7.5,Barnhouse Effect,E
18114,Minority Report: Everybody Runs,PS2,2002,Action,Activision,50,26,5,Treyarch,T
62456,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,74,51,8.1,Bandai Namco Games,E
65580,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,72,24,7.5,Relic,RP
60075,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,62,10,8.8,989 Sports,E
37165,Pengo,2600,1983,Adventure,Atari,72,24,7.5,Dimps Corporation,E10+
67873,Spider-Man: Web of Shadows,X360,2008,Action,Activision,68,57,8.6,Shaba Games,T
26614,Naughty Bear,X360,2010,Action,505 Games,43,51,5.6,Artificial Mind and Movement,T
38584,Mouse Trap,2600,1981,Action,Coleco,72,24,7.5,Trion Worlds,E
93691,Tak and the Power of Juju,GC,2003,Platform,THQ,71,16,8.2,Avalanche Software,E
95239,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,43,7,7.1,7 Studios,E10+
57750,Just Dance Kids 2,X360,2011,Misc,Ubisoft,72,24,7.5,Micro Cabin,T
60633,Beowulf: The Game,X360,2007,Action,Ubisoft,51,23,4.7,Ubisoft Shanghai,M
26565,NBA Jam,Wii,2010,Sports,Electronic Arts,79,43,8.5,EA Canada,E
48710,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,77,10,8.6,Neverland,E
43081,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,72,24,7.5,Eidos Interactive,AO
84866,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,72,24,7.5,Artdink,RP
20328,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,72,59,6.8,Bandai Namco Games,T
95646,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,93,4,9,Konami,M
82473,Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,72,24,7.5,Digital Embryo,E
64692,NBA 2K10,PS2,2009,Sports,Take-Two Interactive,72,24,7.5,Coyote Console,M
33181,Defender,PS2,2002,Misc,Midway Games,73,24,7.8,7 Studios,T
81565,NFL GameDay 2003,PS2,,Sports,Unknown,72,24,7.5,"Lancarse, Atlus",AO
11682,TNA iMPACT!,PS3,2008,Fighting,Midway Games,72,24,7.5,Brainbox Games,AO
23487,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,72,24,7.5,Atomic Planet Entertainment,E10+
47164,Congo Bongo,2600,1982,Action,Sega,72,24,7.5,TimeGate Studios,M
23041,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,59,38,5.7,Midway,T
50001,Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,68,16,8.5,Electronic Arts,E
76721,Warriors Orochi 2 (JP sales),PS2,2008,Action,Tecmo Koei,72,24,7.5,Massive Entertainment,E10+
65409,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,72,24,7.5,Best Way,E10+
21020,Overlord,X360,2007,Strategy,Codemasters,76,47,8.3,Triumph Studios,T
98415,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,67,6,7,Traveller's Tales,T
78308,The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,72,24,7.5,"Bungie Software, Bungie",M
89833,Life is Strange,PS4,2016,Adventure,Square Enix,85,23,8.6,DONTNOD Entertainment,M
73414,Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,72,24,7.5,CD Projekt Red Studio,E
91242,Battalion Wars,GC,2005,Strategy,Nintendo,76,43,8.8,Kuju Entertainment,T
99010,NBA ShootOut 2000,PS,1999,Sports,989 Studios,72,24,7.5,Lightning Fish Games,E10+
79204,Power Rangers: Dino Thunder,GC,2004,Action,THQ,72,24,7.5,Halfbrick Studios,M
62792,Samurai Shodown,SNES,1994,Fighting,Takara,72,24,7.5,Vanguard,E
11333,Mass Effect Trilogy,X360,2012,Action,Electronic Arts,72,24,7.5,Croteam,E10+
89946,The Wonderful 101,WiiU,2013,Action,Nintendo,78,75,8.5,PlatinumGames,T
24600,SpongeBob SquigglePants,Wii,2011,Misc,THQ,72,24,7.5,Global A,E
71630,Fighting Vipers,SAT,1995,Fighting,Sega,72,24,7.5,Broadsword Interactive,T
57468,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,72,24,7.5,The Coalition,RP
51015,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,72,24,7.5,Wargaming.net,E10+
18611,Asura's Wrath,PS3,2012,Action,Capcom,71,39,7.4,CyberConnect2,T
93916,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,72,24,7.5,Red Tribe,E
52964,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,72,24,7.5,"Sony Online Entertainment, Mind Control Software",M
64726,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,72,24,7.5,Fatshark AB,RP
48591,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,72,24,7.5,Mekensleep,RP
56018,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,72,24,7.5,Appaloosa Interactive,E
87641,Top Gear Rally,N64,1997,Racing,Kemco,72,24,7.5,Studio 33,K-A
92564,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,61,11,5.7,Acclaim Studios Cheltenham,E
54477,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009,Shooter,Activision,72,24,7.5,"THQ, Yuke's",AO
64001,Wall-E,PS3,2008,Platform,THQ,51,24,5,Heavy Iron Studios,E
93835,Atari Anthology,PS2,2004,Misc,Atari,66,12,4.3,Digital Eclipse,E
44666,FIFA 14,PC,2013,Sports,Electronic Arts,87,6,4.6,EA Canada,E
88804,Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,72,24,7.5,Blitz Games,E10+
49353,Hot Wheels: Beat That!,PS2,2007,Racing,Activision,72,24,7.5,Paradox Development Studio,E
13437,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,81,32,9,989 Sports,E
18023,Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,66,21,7.8,Game Arts,T
68303,Brunswick Pro Bowling,PS2,2007,Sports,505 Games,72,24,7.5,Surreal Software,M
79501,The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,77,60,8.1,Twisted Pixel Games,T
62566,Rocket Power: Dream Scheme,GBA,2001,Action,THQ,72,24,7.5,"Entersphere, Inc.",E10+
61006,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,73,31,7.3,Vicarious Visions,T
27208,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,71,7,6.5,Traveller's Tales,E10+
23218,My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,Mentor Interactive,72,24,7.5,Twelve Games,M
50235,MX vs. ATV Unleashed,XB,2005,Racing,THQ,80,21,8.3,Rainbow Studios,E
41187,FIFA Soccer 13,PC,2012,Action,Electronic Arts,86,7,6.6,Electronic Arts,E
83834,Rampage: Total Destruction,GC,2006,Action,Midway Games,57,24,6.7,"Pipeworks Software, Inc.",E10+
65090,Style Lab: Makeover,DS,2009,Simulation,Ubisoft,72,24,7.5,Ubisoft Annecy,K-A
86009,The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,73,19,8.4,Maxis,T
75427,Road Rash: Jailbreak,PS,1999,Racing,Electronic Arts,72,24,7.5,"Crystal Dynamics, Nixxes Software",M
73804,Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Misc,Disney Interactive Studios,72,24,7.5,Engine Software,E
64075,Mother 3,GBA,2006,Role-Playing,Nintendo,72,24,7.5,Monolith Productions,AO
47821,Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,72,24,7.5,Warthog,M
96607,Monster Trucks Mayhem,Wii,2009,Racing,Zoo Games,72,24,7.5,Paradox Development Studio,RP
16781,You Don't Know Jack,PS,1999,Misc,Vivendi Games,72,24,7.5,2K Games,RP
15108,Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,72,24,7.5,RFX Interactive,AO
91647,WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,81,30,8.5,Yuke's,T
35156,Mafia II,PC,2010,Action,Take-Two Interactive,77,46,7.9,2K Czech,M
59698,Avatar: The Game,DS,2009,Action,Ubisoft,72,24,7.5,Cattle Call,K-A
79230,Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,72,24,7.5,KnowWonder,AO
12338,Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,72,24,7.5,High Impact Games,E
64899,Star Wars: Clone Wars,GC,2002,Shooter,Activision,72,24,7.5,Loose Cannon Studios,T
28417,NBA Live 2002,XB,2001,Sports,Electronic Arts,76,15,7.5,Electronic Arts,E
44263,Sega Superstars Tennis,PS3,2008,Sports,Sega,67,31,7.4,Sumo Digital,E10+
68946,Spore Hero,Wii,2009,Simulation,Electronic Arts,61,23,7.1,Maxis,E10+
25993,Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,72,24,7.5,Collision Studios,M
50828,Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,72,24,7.5,Tantatus,E10+
93251,I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,73,39,8.3,Argonaut Games,T
58660,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,72,24,7.5,"K2, Kurogane",K-A
23999,Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,72,24,7.5,Humongous Entertainment,T
13464,Ghostbusters: The Video Game,DS,2009,Action,Atari,55,17,6,Zen Studios,E
35575,Command & Conquer,PS,1996,Strategy,Virgin Interactive,72,24,7.5,Crawfish Interactive,E
50712,Harvest Moon: Save the Homeland,PS2,,Simulation,Unknown,76,14,8.8,Victor Interactive Software,E
33655,SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,72,24,7.5,"Atlus, Dingo Inc.",AO
93583,Call of Duty: Finest Hour,GC,2004,Shooter,Activision,74,31,8.9,Exakt,T
88908,Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,57,18,7.2,TOSE,E10+
29620,Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,72,24,7.5,Midway,E10+
41528,Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,72,24,7.5,Midway Studios - San Diego,T
70288,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,85,51,8.3,Konami,T
21655,Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,71,7,8.5,Jester Interactive,E
37176,Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,66,44,8.5,Yuke's,M
94396,Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,72,24,7.5,"Neversoft Entertainment, BudCat",K-A
38670,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,77,33,8.3,Crystal Dynamics,T
12991,Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,57,8,3.1,"Frogwares, Mistic Software",E
98551,Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,36,7,6.4,7 Studios,T
67009,Ultimate Spider-Man,XB,2005,Action,Activision,77,53,7.4,Treyarch,T
41564,Littlest Pet Shop,Wii,2008,Simulation,Electronic Arts,72,24,7.5,"BioWare, Demiurge Studios",AO
78388,Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,66,4,6.7,Juice Games,T
12378,Star Wars The Clone Wars: Republic Heroes,DS,2009,Action,LucasArts,72,24,7.5,Shaba Games,M
91487,NHL 99,N64,1998,Sports,Electronic Arts,72,24,7.5,Million,RP
36613,LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,61,4,7.6,TT Games,E10+
52262,Danball Senki,PSP,2011,Role-Playing,Level 5,72,24,7.5,Neversoft Entertainment,RP
16476,No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,84,68,8.8,Grasshopper Manufacture,M
64782,NASCAR Heat,PS,2000,Racing,Hasbro Interactive,72,24,7.5,Tecmo Koei Games,T
87278,Planet 51,DS,2009,Action,Sega,72,24,7.5,Crytek,E10+
14114,Bloody Roar,PS,1997,Fighting,Virgin Interactive,72,24,7.5,"The Digital Lounge, Dino Dini",T
36776,Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,72,24,7.5,Larian Studios,K-A
77786,Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,72,24,7.5,Gorilla Systems,M
54959,Legends of WrestleMania,X360,2009,Fighting,THQ,71,59,6.3,Yuke's,T
55761,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,69,9,7,Prope,E
35036,Disney's Brother Bear,GBA,2003,Action,THQ,72,24,7.5,Synetic,K-A
87532,Armored Core V,PS3,2012,Simulation,Namco Bandai Games,65,26,7.3,From Software,T
91309,NBA Live 09,PS2,2008,Sports,Electronic Arts,72,24,7.5,UDS,M
54500,Saints Row IV,PS4,2015,Action,Deep Silver,72,24,7.5,Anchor,E10+
11389,Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,94,55,8.8,BioWare,M
65968,Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,38,27,2.8,EA Bright Light,T
55649,The House of The Dead III,XB,2002,Shooter,Sega,72,30,7.3,Wow Entertainment,M
72513,Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,70,53,7.3,"Monolith Soft, Banpresto",T
36242,NBA Jam,PS3,2010,Sports,Electronic Arts,71,33,5.7,EA Canada,E
60373,Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,72,24,7.5,War Drum Studios,RP
50018,Dishonored,PS4,2015,Action,Bethesda Softworks,72,24,7.5,Tamsoft,E10+
72783,Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,72,24,7.5,Tango Gameworks,M
15464,NBA Jam,X360,2010,Sports,Electronic Arts,75,30,7,EA Canada,E
56968,Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,72,24,7.5,"THQ, Yuke's",AO
93464,NBA Live 09,PSP,2008,Sports,Electronic Arts,72,24,7.5,Deadline Games,T
61572,Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,72,24,7.5,"Omega Force, Koei Canada",M
61046,Laser Blast,2600,1981,Action,Activision,72,24,7.5,Alfa System,RP
92569,Madden NFL Football,3DS,2011,Sports,Electronic Arts,49,18,5.3,EA Tiburon,E
44846,Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,72,24,7.5,Eagle Dynamics,AO
54234,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,72,24,7.5,Seven45 Studios,K-A
27516,Donkey Konga 2,GC,2004,Misc,Nintendo,69,30,6,Namco,T
91534,SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,72,24,7.5,S-Neo,E10+
84239,Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,72,24,7.5,GRIN,E10+
70588,Transformers: Fall of Cybertron,PS3,2012,Action,Activision,77,32,8.2,High Moon Studios,T
68281,Alpha Protocol,X360,2010,Role-Playing,Sega,63,68,7.2,Obsidian Entertainment,M
34557,Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,72,24,7.5,"10tacle Studios, Fusionsphere Systems",T
96291,FIFA 12,3DS,2011,Sports,Electronic Arts,72,24,7.5,"Dimps Corporation, Sonic Team",K-A
51030,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,72,24,7.5,Overkill Software,K-A
87509,SSX 3,XB,2003,Sports,Electronic Arts,92,27,8.7,EA Canada,E
55346,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,44,18,5.3,Ubisoft,E10+
54140,Madden NFL 2005,GBA,2004,Sports,Electronic Arts,79,9,7.6,Exient Entertainment,E
56604,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,72,24,7.5,Hitmaker,E10+
78076,Custom Robo V2,N64,2000,Fighting,Nintendo,72,24,7.5,Evolution Studios,E10+
96191,Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,72,24,7.5,Piranha Games,K-A
88306,BattleTanx: Global Assault,N64,1999,Action,3DO,72,24,7.5,The Coalition,T
83044,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,66,53,7.6,Square Enix,T
82163,SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,72,24,7.5,"United Coders, Wizardry Engineering",M
41170,Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,72,49,8,SuperMassive Games,M
44897,Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo,72,24,7.5,DC Studios,AO
20251,Sonic Lost World,WiiU,2013,Platform,Sega,63,64,7.3,Sonic Team,E10+
83713,Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,72,24,7.5,Nightlight Studios,RP
89920,Skylanders SWAP Force,PS4,2013,Platform,Activision,79,7,5.2,Vicarious Visions,E10+
72990,Iron Man 2,PS3,2010,Action,Sega,41,28,5.2,Sega Studios San Francisco,T
53845,Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,72,24,7.5,Tantalus Interactive,M
84799,Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,43,37,6.3,Krome Studios,T
12793,Monster Jam: Urban Assault,DS,2008,Racing,Activision,72,24,7.5,"Entersphere, Inc.",M
46406,Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,62,13,8.4,Light Weight,M
93027,Blood Omen 2,PS2,2002,Action,Eidos Interactive,67,18,8.8,Crystal Dynamics,M
50663,Monopoly Streets,PS3,2010,Misc,Electronic Arts,64,11,6.1,Electronic Arts,E
99298,Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,72,24,7.5,Good-Feel,E
34768,Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,72,24,7.5,Omega Force,M
15627,Condemned 2: Bloodshot,PS3,2008,Action,Sega,82,37,8.1,Monolith Productions,M
50726,Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,72,24,7.5,"Monolith Soft, Namco Bandai Games",RP
28359,Chessmaster,PS2,2003,Misc,Ubisoft,79,9,7.3,Ubisoft Romania,E
44300,Fatal Fury,SNES,1992,Fighting,Takara,72,24,7.5,"Spike Chunsoft Co. Ltd., Spike Chunsoft",AO
15336,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,72,24,7.5,Reality Pump,E10+
17573,The Darkness II,X360,2012,Shooter,Take-Two Interactive,80,71,7.5,Digital Extremes,M
28142,Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,68,19,8,Eurocom Entertainment Software,E10+
98482,The Sims 2,GBA,2005,Simulation,Electronic Arts,58,11,7.5,Maxis,E10+
70750,Hitman: Blood Money,X360,2006,Action,Eidos Interactive,82,53,8.7,Io Interactive,M
78953,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,72,24,7.5,Idol FX,T
58204,Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,90,49,9,Intelligent Systems,E
84358,Auto Modellista,PS2,2002,Racing,Capcom,66,20,7.5,Capcom,E
37930,WipeOut 3 The Game,Wii,2012,Action,Activision,72,24,7.5,Arrowhead Game Studios,AO
75420,MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,72,24,7.5,Black Box,E
50631,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,84,40,7.2,Red Storm Entertainment,T
46417,Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,72,24,7.5,Daedalic Entertainment,RP
29322,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,72,24,7.5,Spellbound,K-A
79789,Just Dance 2015,PS4,2014,Misc,Ubisoft,72,8,5.8,Ubisoft,E10+
69294,Robert Ludlum's The Bourne Conspiracy,PS3,,Action,Vivendi Games,70,47,7.6,High Moon Studios,T
18962,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,61,30,7.7,Omega Force,T
37087,Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,72,24,7.5,Slightly Mad Studios,M
38600,Airlock,2600,1981,Action,Data Age,72,24,7.5,Hangar 13,AO
90050,Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,72,24,7.5,Saber Interactive,M
32163,Hooked! Again: Real Motion Fishing,Wii,2009,Sports,505 Games,72,24,7.5,GRIN,T
66269,SpongeBob vs The Big One: Beach Party Cook Off,DS,2009,Adventure,THQ,72,24,7.5,Cyberlore Studios,T
14304,One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,75,5,7.6,Ganbarion,T
57463,EA Sports Active 2,X360,2010,Sports,Electronic Arts,68,21,5.4,EA Canada,E
21337,MotoGP 08,PS3,2008,Racing,Capcom,65,21,6,Milestone S.r.l,E
79328,Red Faction: Armageddon,X360,2011,Shooter,THQ,71,74,7,Volition Inc.,M
55529,Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,53,6,8.3,Magic Pockets,E
26482,Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,71,52,6.3,Obsidian Entertainment,T
85104,Evil Dead: Fistfull of Boomstick,PS2,2003,Action,THQ,72,24,7.5,Game Freak,M
29248,Silent Hill: Homecoming,PS3,,Action,Konami Digital Entertainment,71,41,6.9,Double Helix Games,M
50998,Triple Play 97,PS,1996,Sports,Electronic Arts Victor,72,24,7.5,Human Head Studios,M
18141,Sonic & All-Stars Racing Transformed,PSV,2012,Racing,Sega,72,24,7.5,Taniko,E10+
37311,Super Soccer,SNES,1991,Sports,Nintendo,72,24,7.5,Sledgehammer Games,M
78989,Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,82,42,8.7,Atlus Co.,M
89960,Wario Land II (GBC),GB,1998,Platform,Nintendo,72,24,7.5,Killaware,E10+
32985,San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,72,24,7.5,Sumo Digital,RP
25154,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998,Racing,Human Entertainment,72,24,7.5,Monolith Productions,T
76131,Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,33,12,6.2,Giants Software,E
55897,ESPN College Hoops 2K5,XB,2004,Sports,Sega,86,18,8.3,Visual Concepts,E
94757,Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,38,10,3.9,Red Tribe,E10+
79008,SD Gundam G Generation Spirits,PS2,2007,Strategy,Namco Bandai Games,72,24,7.5,NATSUME ATARI Inc.,M
36801,Dance Party: Pop Hits,Wii,2009,Misc,Nordic Games,72,24,7.5,Access Games,E
30899,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,78,35,7.6,Raven Software,T
90434,The Cat in the Hat,GBA,2005,Platform,Jack of All Games,72,24,7.5,"Artificial Mind and Movement, EA Redwood Shores",E
61896,Diner Dash: Sizzle & Serve,DS,2007,Puzzle,Eidos Interactive,72,24,7.5,Blue Planet Software,M
